organism,kingdom,phylum,class,order,family,genus,species,kingdom_id,phylum_id,class_id,order_id,family_id,genus_id,species_id
Albugo macrospora,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo candida,4,32,8179345,1255,4771,2577967,3203258
Albugo mangenotii,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo mangenotii,4,32,8179345,1255,4771,2577967,3276452
Albugo mauginii,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo candida,4,32,8179345,1255,4771,2577967,3203258
Albugo mesembryanthemi,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo mesembryanthemi,4,32,8179345,1255,4771,2577967,3203257
Albugo minor,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo minor,4,32,8179345,1255,4771,2577967,3276438
Albugo molluginis,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo molluginis,4,32,8179345,1255,4771,2577967,3276423
Albugo mors-uvae,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera mors-uvae,5,95,179,1277,8379,2578043,5255301
Albugo occidentalis,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Wilsoniana,Wilsoniana occidentalis,4,32,8179345,1255,4771,3203242,8314114
Albugo pes-tigridis,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo pes-tigridis,4,32,8179345,1255,4771,2577967,3276439
Albugo pileae,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo pileae,4,32,8179345,1255,4771,2577967,3276417
Albugo platensis,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Wilsoniana,Wilsoniana platensis,4,32,8179345,1255,4771,3203242,3203253
Albugo portulacae,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Wilsoniana,Wilsoniana portulacae,4,32,8179345,1255,4771,3203242,3203243
Albugo pratapi,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo pratapi,4,32,8179345,1255,4771,2577967,3276444
Albugo quadrata,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo quadrata,4,32,8179345,1255,4771,2577967,8366309
Albugo resedae,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo resedae,4,32,8179345,1255,4771,2577967,3276412
Albugo solivarum,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo solivarum,4,32,8179345,1255,4771,2577967,3276434
Albugo spinulosus,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Pustula,Pustula spinulosa,4,32,8179345,1255,4771,3203292,5424236
Albugo swertiae,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Pustula,Pustula swertiae,4,32,8179345,1255,4771,3203292,7558633
Albugo tillaeae,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo tillaeae,4,32,8179345,1255,4771,2577967,3276419
Albugo tragopogonis,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Pustula,Pustula tragopogonis,4,32,8179345,1255,4771,3203292,5424240
Albugo trianthemae,Chromista,Oomycota,Peronosporea,Albuginales,Albuginaceae,Albugo,Albugo trianthemae,4,32,8179345,1255,4771,2577967,3203256
Aleuria proteana,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza proteana,5,95,316,1057,8399,8766080,3493163
Aleurodiscus javanicus,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Erythricium,Erythricium salmonicolor,5,34,186,1301,8461,9409805,2541576
Aleurodiscus orientalis,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleurodiscus,Aleurodiscus orientalis,5,34,186,1144,3279,2523258,3357718
Aleurodiscus reflexus,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleurodiscus,Aleurodiscus reflexus,5,34,186,1144,3279,2523258,3357719
Aleurodiscus subgiganteus,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Licrostroma,Licrostroma subgiganteum,5,34,186,1301,8461,2555688,2555689
Allantonectria miltina,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Allantonectria,Allantonectria miltina,5,95,320,1290,4152,8212999,2563142
Allantonectria yuccae,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Allantonectria,Allantonectria yuccae,5,95,320,1290,4152,8212999,3302795
Allantophomopsis cytisporea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Phacidiaceae,Allantophomopsis,Allantophomopsis cytisporea,5,95,179,1052,8383,2581423,2581424
Allantophomopsis lycopodina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Phacidiaceae,Allantophomopsis,Allantophomopsis lycopodina,5,95,179,1052,8383,2581423,2581428
Allantophomopsis pseudotsugae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Phacidiaceae,Allantophomopsiella,Allantophomopsiella pseudotsugae,5,95,179,1052,8383,7704803,7556848
Allantozythia alutacea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea alba,5,95,179,1052,4121,2580754,2580767
Allescheria laricis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hemiphacidiaceae,Rhabdocline,Rhabdocline laricis,5,95,179,1052,4122,2580553,8365396
Alpakesa yuccaefolia,Fungi,Ascomycota,NA,NA,NA,Alpakesa,Alpakesa yuccifolia,5,95,NA,NA,NA,9407871,2592438
Alphitomorpha aphanis,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera aphanis,5,95,179,1277,8379,2578043,5255345
Alphitomorpha bicornis,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Sawadaea,Sawadaea bicornis,5,95,179,1277,8379,2577937,2577938
Alphitomorpha clandestina,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera clandestina,5,95,179,1277,8379,2578043,3484049
Alphitomorpha communis,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe cruciferarum,5,95,179,1277,8379,2578311,2578322
Alphitomorpha cynoglossi,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Golovinomyces,Golovinomyces cynoglossi,5,95,179,1277,8379,8088553,2578282
Alphitomorpha guttata,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Phyllactinia,Phyllactinia guttata,5,95,179,1277,8379,2577885,5255244
Alphitomorpha pannosa,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera pannosa,5,95,179,1277,8379,2578043,5255308
Alphitomorpha tridactyla,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Podosphaera,Podosphaera tridactyla,5,95,179,1277,8379,2578043,5255411
Alphitomorpha urticae,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe urticae,5,95,179,1277,8379,2578311,2578715
Alternaria acalyphae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria acalyphae,5,95,183,1047,8315,7388975,3531180
Alternaria africana,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria africana,5,95,183,1047,8315,7388975,3531161
Alternaria agerati,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria agerati,5,95,183,1047,8315,7388975,3531099
Alternaria alternantherae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Nimbya,Nimbya alternantherae,5,95,183,1047,8315,2616634,2616644
Alternaria americana,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria americana,5,95,183,1047,8315,7388975,3531359
Alternaria amorphophalli,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria amorphophalli,5,95,183,1047,8315,7388975,3531336
Alternaria anagallidis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria anagallidis,5,95,183,1047,8315,7388975,2616179
Alternaria anigozanthi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria anigozanthi,5,95,183,1047,8315,7388975,7969531
Alternaria aragakii,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria aragakii,5,95,183,1047,8315,7388975,2616320
Alternaria araliae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria panax,5,95,183,1047,8315,7388975,2616200
Alternaria arborescens,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria arborescens,5,95,183,1047,8315,7388975,2616108
Alternaria argyroxiphii,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria argyroxiphii,5,95,183,1047,8315,7388975,3531292
Alternaria asphodeli,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria asphodeli,5,95,183,1047,8315,7388975,3531290
Alternaria atrocariis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria atrocariis,5,95,183,1047,8315,7388975,2616305
Alternaria bannaensis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria bannaensis,5,95,183,1047,8315,7388975,3531127
Alternaria bataticola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria bataticola,5,95,183,1047,8315,7388975,2616162
Alternaria beringelae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria beringelae,5,95,183,1047,8315,7388975,3531230
Alternaria biproliformis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria biproliformis,5,95,183,1047,8315,7388975,3531301
Alternaria blumeae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria blumeae,5,95,183,1047,8315,7388975,3531066
Alternaria brasiliensis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brasiliensis,5,95,183,1047,8315,7388975,3531338
Alternaria brassicae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brassicae,5,95,183,1047,8315,7388975,2616257
Alternaria brassicicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brassicicola,5,95,183,1047,8315,7388975,2616139
Alternaria brunnea,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brunnea,5,95,183,1047,8315,7388975,3531090
Alternaria calendulae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria calendulae,5,95,183,1047,8315,7388975,2616306
Alternaria capsici,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria capsici,5,95,183,1047,8315,7388975,3531411
Alternaria capsici-annui,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria capsici-annui,5,95,183,1047,8315,7388975,2616107
Alternaria carotae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria dauci,5,95,183,1047,8315,7388975,2616356
Alternaria carotiincultae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria carotiincultae,5,95,183,1047,8315,7388975,3531183
Alternaria carthami,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria carthami-tinctorii,5,95,183,1047,8315,7388975,3531267
Alternaria cassiae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cassiae,5,95,183,1047,8315,7388975,2616291
Alternaria cepulae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cepulae,5,95,183,1047,8315,7388975,3531131
Alternaria cepulicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cepulicola,5,95,183,1047,8315,7388975,3531271
Alternaria cetera,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Chalastospora,Chalastospora cetera,5,95,183,1047,8315,2616096,2616097
Alternaria chartarum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Ulocladium,Ulocladium chartarum,5,95,183,1047,8315,2616487,2616514
Alternaria cheiranthi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cheiranthi,5,95,183,1047,8315,7388975,2616236
Alternaria chrysanthemi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Teretispora,Teretispora leucanthemi,5,95,183,1047,8315,2616033,2616034
Alternaria cichorii,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cichorii,5,95,183,1047,8315,7388975,2616300
Alternaria cicina,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cicina,5,95,183,1047,8315,7388975,3531226
Alternaria cinerariae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cinerariae,5,95,183,1047,8315,7388975,2616314
Alternaria circinans,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brassicicola,5,95,183,1047,8315,7388975,2616139
Alternaria cirsinoxia,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cirsinoxia,5,95,183,1047,8315,7388975,3531088
Alternaria colombiana,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria colombiana,5,95,183,1047,8315,7388975,3531349
Alternaria consortialis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Ulocladium,Ulocladium consortiale,5,95,183,1047,8315,2616487,2616491
Alternaria constricta,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria constricta,5,95,183,1047,8315,7388975,3531169
Alternaria cookei,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cookei,5,95,183,1047,8315,7388975,3531422
Alternaria crassa,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria crassa,5,95,183,1047,8315,7388975,2616128
Alternaria cretica,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria linariae,5,95,183,1047,8315,7388975,2616241
Alternaria cucumerina,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cucumerina,5,95,183,1047,8315,7388975,2616342
Alternaria cyphomandrae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria cyphomandrae,5,95,183,1047,8315,7388975,2616299
Alternaria daturae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria crassa,5,95,183,1047,8315,7388975,2616128
Alternaria dauci,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria dauci,5,95,183,1047,8315,7388975,2616356
Alternaria dianthi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria dianthi,5,95,183,1047,8315,7388975,7481711
Alternaria dianthicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria dianthicola,5,95,183,1047,8315,7388975,2616336
Alternaria dichondrae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria dichondrae,5,95,183,1047,8315,7388975,2616348
Alternaria dumosa,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria dumosa,5,95,183,1047,8315,7388975,3531153
Alternaria eichhorniae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria eichhorniae,5,95,183,1047,8315,7388975,2616311
Alternaria ellisii,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria ellisii,5,95,183,1047,8315,7388975,3531095
Alternaria euphorbiae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria euphorbiae,5,95,183,1047,8315,7388975,2616331
Alternaria euphorbiicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria euphorbiicola,5,95,183,1047,8315,7388975,2616329
Alternaria flagelloidea,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Bipolaris,Bipolaris flagelloidea,5,95,183,1047,8315,2617116,2616352
Alternaria franseriae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria franseriae,5,95,183,1047,8315,7388975,3531274
Alternaria gaisen,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria gaisen,5,95,183,1047,8315,7388975,8386231
Alternaria gomphrenae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Nimbya,Nimbya gomphrenae,5,95,183,1047,8315,2616634,2616642
Alternaria gossypina,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria gossypina,5,95,183,1047,8315,7388975,2616155
Alternaria grandis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria grandis,5,95,183,1047,8315,7388975,3531377
Alternaria grisea,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria grisea,5,95,183,1047,8315,7388975,2616290
Alternaria guangxiensis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria guangxiensis,5,95,183,1047,8315,7388975,3531137
Alternaria gypsophilae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria gypsophilae,5,95,183,1047,8315,7388975,2616280
Alternaria hawaiiensis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria hawaiiensis,5,95,183,1047,8315,7388975,2616304
Alternaria herculea,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brassicae,5,95,183,1047,8315,7388975,2616257
Alternaria heveae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria heveae,5,95,183,1047,8315,7388975,3531128
Alternaria hibisci,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria hibisci,5,95,183,1047,8315,7388975,7368002
Alternaria infectoria,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria infectoria,5,95,183,1047,8315,7388975,2616954
Alternaria interna,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria interna,5,95,183,1047,8315,7388975,3531108
Alternaria interrupta,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria interrupta,5,95,183,1047,8315,7388975,3531168
Alternaria iridicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria iridicola,5,95,183,1047,8315,7388975,3531432
Alternaria japonica,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria japonica,5,95,183,1047,8315,7388975,2616196
Alternaria kikuchiana,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria gaisen,5,95,183,1047,8315,7388975,8386231
Alternaria leucanthemi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Teretispora,Teretispora leucanthemi,5,95,183,1047,8315,2616033,2616034
Alternaria limicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria limicola,5,95,183,1047,8315,7388975,2616175
Alternaria linicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria linicola,5,95,183,1047,8315,7388975,2616332
Alternaria longipedicellata,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria macrospora,5,95,183,1047,8315,7388975,2616263
Alternaria longipes,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria longipes,5,95,183,1047,8315,7388975,2616188
Alternaria longispora,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria longispora,5,95,183,1047,8315,7388975,3531423
Alternaria macalpinei,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria macalpinei,5,95,183,1047,8315,7388975,3531135
Alternaria macrospora,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria macrospora,5,95,183,1047,8315,7388975,2616263
Alternaria malvae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria malvae,5,95,183,1047,8315,7388975,2616185
Alternaria molesta,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria molesta,5,95,183,1047,8315,7388975,2616349
Alternaria multirostrata,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria multirostrata,5,95,183,1047,8315,7388975,2616316
Alternaria nelumbicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria nelumbicola,5,95,183,1047,8315,7388975,3531214
Alternaria nitrimali,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria nitrimali,5,95,183,1047,8315,7388975,3531148
Alternaria nobilis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria nobilis,5,95,183,1047,8315,7388975,2616288
Alternaria oleracea,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria brassicicola,5,95,183,1047,8315,7388975,2616139
Alternaria ornatissima,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria ornatissima,5,95,183,1047,8315,7388975,3531384
Alternaria padwickii,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Trichoconiella,Trichoconiella padwickii,5,95,183,1047,8315,9634113,2616232
Alternaria panacis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria panacis,5,95,183,1047,8315,7388975,3531113
Alternaria panax,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria panax,5,95,183,1047,8315,7388975,2616200
Alternaria papaveris,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria papaveris,5,95,183,1047,8315,7388975,3531241
Alternaria papaveris-somniferi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria papaveris-somniferi,5,95,183,1047,8315,7388975,3531396
Alternaria passiflorae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria passiflorae,5,95,183,1047,8315,7388975,2616169
Alternaria pellucida,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria pellucida,5,95,183,1047,8315,7388975,2616124
Alternaria peponicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria peponicola,5,95,183,1047,8315,7388975,2616119
Alternaria perangusta,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria perangusta,5,95,183,1047,8315,7388975,3531071
